score,tweet, 
0.5229,"I just wanna know how Midterms start next week &amp; I learned SQUAT !!! like all i’ve been doing is turning in papers, quizzes &amp; seminars.",
0.0772,can harry follow me so i can take a shower and go back to studying for my midterms pls,
-0.6662,"Having trouble with classes? Stressed out about midterms? Come out and study with the Sigmas this Wednesday, October 2nd @ 7 pm on the 3rd floor in the  library 📚🤘🏾.",
0.2732,Me last night knowing I have 2 6 paged papers due next week and not having started and 2 midterms as well #tistheseason my life: *falls apart*me:,
0.5951,"You’ve made it this far!! Midterms are here!! Come in, ask for help, and knock them out!! We have your back 🙏🙏 #OABAAB",
0.0,Midterms in a few days? ,
-0.3384,"Midterms are here and I have a very low B, Lord get me through these next 2 months",
0.4023,I’m not gonna panic that midterms are approaching and I have things due and stuff to study for.,
-0.7845,Two weeks ago I lost my voice due to some sort of virus going around school. For two weeks I was without a voice which is the reason my presence on social media has been so little. School/Midterms have been hell and… ,
0.2263,I’m down for watching as many Marvel movies tonight as I can to make me forget about my two chem midterms this week....,
0.0,goal for Midterms: LAHAT LINE OF 9,
0.0,y’all mind if I pass my midterms?,
0.8275,"review for midterms naman bukas!! Lavarn HAHAHA thank you again,, goodnight! @SB19Official 😊💛",
0.0,Who has already started their midterms prep? Don't procrastinate on preparing for these exams!! Get some study tips from your fellow NTC students. ,
0.8957,"Midterms this week and next. I only did 30 mins of cardio at the gym this morning because I know I am definitely not going to be able to stay consistent this week anyways. 🤷🏻‍♂️ Good luck to all students who may see this, remember to enjoy your coffee, and drink water. #midtermszn",
0.8271,"thank u guelph for giving us reading dAy tmrw, i have so much more time to study for my 3 midterms this week now wow 🤧🤧",
-0.4588,It's rude and disrespectful that Universities put midterms at the same time as the MLB Post Season.,
-0.6102,Anybody want to do this homework for me? My midterms whooped me so badly! 😫😫,
0.6369,I love when I decide to start studying for midterms and quizlet just shuts down,
0.4019,Haven't been able to record as of late due to midterms creeping up. But i'll finally be able to get a few sessions tonightincluding something special for @CurrentEsports,
-0.296,how come all my classes this semester have no midterms? I MEAN i'm not complaining... just asking...and bragging a little.,
0.0,Time to study for my midterms so I can get a SuperM album and replace my headphones,
-0.8793,I failed two midterms and tbh I just wanna switch my major @ this point but my mom didn’t raise no bitch 😖,
0.128,Midterms were easier than I expected lmao college can suck a dick,
0.0,"I have 3 midterms on the SAME DAY, which is also the day of the Lana concert",
0.0,Midterms came up too quick😂,
-0.34,im glad homecoming after midterms because whew chile i plan on getting fucked up 😭🥺,
0.0,see you tom. midterms HAHAHAHA😂,
0.0,Can't wait for the day after midterms hutangena!!!!,
-0.4019,These midterms are about to piss me off,
0.0516,you hoes better be studying for ur midterms and shit cuz i swear to God,
0.0,its crackhead week for me lmfaooo 3 midterms 😓😓,
0.0,"i have 2 written midterms, a project, and an essay due this week but guess who's going to house of torment and having a movie marathon 🤡🤡🤡",
0.0,lets see if i can handle midterms w 25 hours of work,
0.34,Just the motivation I needed for my midterms 😌 ,
0.0,So I got an email from my professor about midterms-- ,
0.0,It’s that time of year where half of insta deactivates so that they can focus on studying for midterms,
0.0,after tomorrow I can finally breathe from these midterms 🤧,
0.7096,Good luck 🍀 on Midterms 🙏🏾,
-0.5859,Don’t nobody bitch about midterms until you gotta grade em.,
0.1759,"//Replies coming, I had a busy week because of college midterms. I didn’t forget anyone, promise!",
0.3802,"4 midterms &amp; starting a new job, while working 2 others this week 😭 pray for me!",
0.3612,I got 2 midterms tomorrow. Haven’t even started studying. I already watched this movie like 30 times when I was 13. Am I still going to watch it right now?Obviously Is one direction 🤨🙃,
0.6115,I did fucking excellent on all my midterms can I get a hooyah,
-0.0396,sorta miss stan twt but kinda wanna pass my midterms so . Bye,
0.0,midterms high-fived all over Charlie,
0.0,October is really midterms month 🤢,
0.5105,Everyone got events going on but who actually HELPING YALL STUDY for midterms...🤔we’ll wait..👀DONT WORRY THE PALS GOT YOU COVERED‼️🙏🏾 BEAT US TO CLUB COLEMAN ON THE THIRD FLOOR THIS TUESDAY TO GET READY FOR THESE MIDTERMS 📝📚🤓SO WE CAN SET OUR HOMECOMING OUT‼️😈@PVAMUPALS ,
-0.25,told my dad I was doing an exam all weekend and he tried to make ME feel bad for HIM bc he has 150 midterms to grade that’s prof privilege right there,
0.5859,Wow. How are midterms already next week?,
-0.5423,"have 0 assignments 3 midterms dis week, aka rewatching breaking bad ^-^",
0.0,#elxn43 vote: done Midterms and assignments: not doneAnyone on campus can vote. All you need is ID. Took me 2 minutes today.,
0.0,Me for midterms week ! ,
-0.1695,My blackboard is down and I have midterms this week.... this is NOT okay 😐,
-0.5812,Idk what is happening in my TL because i’m so annoyed with my classes and midterms ,
-0.1531,God damn midterms,
0.6369,"Please creator, let me do good on them midterms tomorrow🙏🏼🤞🏽🤞🏽🤞🏽",
0.0,I b downloading tiktok after my midterms,
0.0,I beat midterms but homecoming beat me so I guess this week wasn't all bad😂,
0.7184,"Writing letters to professors for recommendation letters was interesting. Bit nerve wracking as I know they are hellava busy. I don’t know if it’s the time of the midterms right now, to be honest midterms for me were a blur.",
0.0,marta just reminded me that midterms exist,
0.0,it's midterms time babey ,
0.0,Midterms is waving at you!,
0.6339,i dunno why but i'm so excited for october 😂 maybe because that means midterms exam is here and the year is almost over,
0.4939,dropping by to say i might be inactive the entire month because midterms are approaching and i have two weeks worth of exams + a college entrance test which will all be in the next three weeks :( i love everyone seungseokmini most especially,
0.0,Fall weather 🍂 + Midterms 📚 = Studying in the courtyard for exams! #WelcomeFall ,
0.0,"Midterms, fucking midterms.",
0.0,2nd to the last set of midterms!!!! AAAAAAAA LET'S GET THIS OVER AND DONE WITH,
0.0,will i make it through till the midterms week?,
-0.7351,if classes just started for you on wednesday and you’re “so stressed out already” literally it’s midterms here bitch don’t start with me,
0.631,I can't believe midterms are next week and I've made nothing but  As the first half of the semester all while working 60 hour weeks 😢😭 I'm v proud of myself,
-0.2755,"Midterms are coming up,,, and I’m not ready at all",
0.4576,"midterms are about to blow me, i wanna fucking party not study 😭",
-0.1027,My anxiety is going crazy AND I have midterms for the next 3 weeks. Help.,
-0.4215,i have midterms to study for but i’m in no mindset to do so but hey what can i do,
0.0,midterms start tomorrow ,
0.0,💀 now I got my haircut people on campus I know wanna speak 😂 midterms was last week NOW you wanna know me,
0.0,midterms are coming 😵😢,
0.0,"Only have midterms on Wednesday, I’m fasho goin up next week🤣",
0.4404,My grades look good now I just gotta make it through midterms 🤧,
0.1511,guys i...i studied for fucking DAYS for my chem II and physics midterms..i got a fucking F on both...and it’s my only grade in the class so that’s my grade now! i want to fucking off myself.,
0.0,Gotta start reviewing our Taxation lessons for the midterms later ,
0.5719,"When it's midterms week and people wanna take a ""break"" Caption this 😇Best caption wins my heart ",
0.0,me watching professors add more hw and projects near the days of midterms ,
0.0,jfc if yall see me online tomorrow kick me tf off and tell me to go prep for midterms,
-0.2263,My mom doesn’t understand the seriousness of my midterms. I can’t do anything or go anywhere because I have to study my ass off and she doesn’t get it lol,
-0.34,If I’m stressed over midterms I don’t wana see finals week,
-0.5423,what the fuck are midterms ,
0.1987,midterms are coming up and i’m 100% more stressed (:,
-0.0772,Midterms and finals week are the worse cause all tests are jammed into one week 🥺 like lemme just study for one or two (at most) classes a week pls,
0.0,can’t believe i have midterms when ateez comes back 😑✋🏼,
0.0,Can midterms just be over:(,
0.0,when they call it the fall study break but all your midterms are before it ,
0.0,Just one more exam and I’m done with midterms 😩,
0.0,not be classist but freshmen should spend their first midterms studying in the basement library with the crackheads. it builds character,
0.7887,@ college students keep going and fighting you can do it!!!!! We are all in this together during midterms please check on your friends this isn’t easy.,
0.128,Everyone’s watching Joker I’m just wondering who has midterms rn..,
